received_date,application_status,denial_reason,exception_comments,twp_status
2025-02-20,Approved,,,Inactive
2025-02-20,Approved,,,In Progress
2025-02-20,Approved,,,In Progress
2025-02-20,Approved,,,Credential Completed
2026-02-20,Approved,,,In Progress
2028-02-20,Approved,,,Inactive
2028-02-20,Approved,,,Credential Completed
2028-02-20,Approved,,,In Progress
2028-02-20,Approved,,,
2028-02-20,Approved,,,Inactive
2001-03-20,Approved,,,In Progress
2003-03-20,Approved,,,In Progress
2003-03-20,Approved,,,Inactive
2004-03-20,Approved,,,In Progress
2005-03-20,Approved,,,Credential Completed
2009-03-20,Approved,,,Credential Completed
2009-03-20,Approved,,,In Progress
2010-03-20,Approved,,,In Progress
2010-03-20,Approved,,,In Progress
2012-03-20,Approved,,,Inactive
2017-03-20,Approved,,,In Progress
2018-03-20,Approved,,,In Progress
2018-03-20,Approved,,,Credential Completed
2024-03-20,Approved,,,In Progress
2026-04-20,Denied,,,
2024-03-20,Approved,,,In Progress
2028-03-20,Approved,,,In Progress
1931-03-20,Approved,,,In Progress
2002-04-20,Approved,,,In Progress
2005-04-20,Approved,,,Inactive
2005-04-20,Approved,,,In Progress
2007-04-20,Approved,,,In Progress
2008-04-20,Approved,,,Inactive
2009-04-20,Approved,,,In Progress
2009-04-20,Approved,,,In Progress
2010-04-20,Approved,,,In Progress
2016-04-20,Approved,,,Credential Completed
2019-04-20,Approved,,,Inactive
2020-04-20,Approved,,,In Progress
2022-04-20,Approved,,,In Progress
2023-04-20,Approved,,,
2023-04-20,Approved,,,In Progress
2017-01-20,Denied,,,CARLA
2024-04-20,Approved,,,In Progress
2024-04-20,Approved,,,In Progress
2009-09-19,Denied,,,
2027-04-20,Approved,,,In Progress
2001-05-20,Approved,,,In Progress
2001-05-20,Approved,,,In Progress
2004-05-20,Approved,,,In Progress
2005-05-20,Approved,,,Credential Completed
2010-05-20,Approved,,,In Progress
2011-05-20,Approved,,,Credential Completed
2012-05-20,Approved,,,In Progress
2013-05-20,Approved,,,In Progress
2016-05-20,Approved,,,In Progress
2019-05-20,Approved,,,In Progress
2021-05-20,Approved,,,In Progress
2021-05-20,Approved,,,In Progress
2025-05-20,Approved,,,In Progress
2027-05-20,Approved,,,In Progress
2027-05-20,Approved,,,In Progress
2028-05-20,Approved,,,Credential Completed
2028-05-20,Approved,,,In Progress
2029-05-20,Approved,,,In Progress
2029-05-20,Approved,,,In Progress
2029-05-20,Approved,,,Inactive
2001-06-20,Approved ,,,In Progress
2001-06-20,Approved,,,Credential Completed
2002-06-20,Approved,,,In Progress
2002-06-20,Approved,,,In Progress
2005-06-20,Approved,,,In Progress
2006-06-20,Approved,,,In Progress
2007-06-20,Approved,,,Inactive
2012-06-20,Approved,,,In Progress
2012-06-20,Approved,,,In Progress
2014-06-20,Approved,,,In Progress
2015-06-20,Approved,,,In Progress
2015-06-20,Approved,,,In Progress
2017-06-20,Approved,,,In Progress
2018-06-20,Approved,,,In Progress
2022-06-20,Approved,,,In Progress
2022-06-20,Approved,,,Credential Completed
2022-06-20,Approved,,,Credential Completed
2022-06-20,Approved,,,Credential Completed
2023-06-20,Approved,,,Credential Completed
2024-06-20,Approved,,,In Progress
2024-06-20,Approved,,,In Progress
2024-06-20,Approved,,,In Progress
2024-06-20,Approved,,,
2024-06-20,Approved,,,
2026-06-20,Approved,,,In Progress
2002-07-20,Approved,,,In Progress
2002-07-20,Approved,,,In Progress
2002-07-20,Approved,,,In Progress
2005-07-20,Approved,,,In Progress
2006-07-20,Approved,,,In Progress
2006-07-20,Approved,,,In Progress
2007-07-20,Approved,,,In Progress
2007-07-20,Approved,,,In Progress
2008-07-20,Approved,,,In Progress
2008-07-20,Approved,,,In Progress
2014-07-20,Approved,,,Credential Completed
2014-07-20,Approved,,,Inactive
2016-07-20,Approved,,,In Progress
1930-07-21,Denied,,,
2008-07-21,Denied,,,
2016-06-21,Denied,,,
2016-07-20,Approved,,,In Progress
2017-07-20,Approved,,,In Progress
2020-07-20,Approved,,,In Progress
2022-07-20,Approved,,,In Progress
2023-07-20,Approved,,,In Progress
2023-07-20,Approved,,,In Progress
2024-07-20,Approved,,,In Progress
2025-07-20,Approved,,,Credential Completed
2028-07-20,Approved,,,In Progress
2028-07-20,Approved,,,
2028-07-20,Approved,,,In Progress
2028-07-20,Approved,,,Credential Completed
2028-07-20,Approved,,,Credential Completed
2028-07-20,Approved,,,In Progress
2029-07-20,Approved,,,In Progress
2029-07-20,Approved,,,In Progress
2029-07-20,Approved,,,In Progress
1930-07-20,Approved,,,Inactive
1930-07-20,Approved,,,In Progress
2021-10-21,Denied,,,
1930-07-20,Approved,,,In Progress
2002-08-20,Approved,,,In Progress
2005-08-20,Approved,,,In Progress
2005-08-20,Approved,,,In Progress
2006-08-20,Approved,,,In Progress
2007-08-20,Approved,,,In Progress
2008-08-20,Approved,,,Inactive
2019-11-18,Denied,,,
2010-08-20,Approved,,,In Progress
2010-08-20,Approved,,,Inactive
2010-08-20,Approved,,,In Progress
2010-08-20,Approved,,,Credential Completed
2011-08-20,Approved,,,Inactive
2011-08-20,Approved,,,In Progress
2011-08-20,Approved,,,In Progress
2011-08-20,Approved,,,
2011-08-20,Approved,,,In Progress
2019-11-18,Denied,,,
2011-08-20,Approved,,,In Progress
2012-08-20,Approved,,,Credential Completed
2001-10-19,Denied,,,
2029-10-19,Denied,,,
2012-08-20,Approved,,,In Progress
2013-08-20,Approved,,,In Progress
2014-08-20,Approved,,,Inactive
2014-08-20,Approved,,,In Progress
2015-12-20,Denied,,,
2016-08-20,Approved,,,In Progress
2005-05-20,Denied,,,
2011-05-20,Denied,,,
2019-08-20,Approved,,,Credential Completed
2019-08-20,Approved,,,In Progress
2020-08-20,Approved,,,In Progress
2020-08-20,Approved,,,
2021-08-20,Approved,,,Inactive
2021-08-20,Approved,,,Credential Completed
2021-08-20,Approved,,,Inactive
2023-08-20,Approved,,,In Progress
2023-08-20,Approved,,,
2024-08-20,Approved,,,Credential Completed
2029-03-21,Denied,,,
2024-08-20,Approved,,,In Progress
2026-08-20,Approved,,,Inactive
2016-08-20,Denied,,,
2026-08-20,Approved,,,In Progress
2027-08-20,Approved,,,Credential Completed
2027-08-20,Approved,,,In Progress
2027-08-20,Approved,,,Inactive
2028-08-20,Approved,,,In Progress
2001-09-20,Approved,,,Inactive
2001-09-20,Approved,,,Credential Completed
2003-09-20,Approved,,,In Progress
2004-09-20,Approved,,,In Progress
2004-09-20,Approved,,,In Progress
2004-09-20,Approved,,,In Progress
2004-09-20,Approved,,,In Progress
2008-09-20,Approved,,,In Progress
1930-03-20,Denied,,,
2008-09-20,Approved,,,In Progress
2008-09-20,Approved,,,
2009-09-20,Approved,,,In Progress
2009-09-20,Approved,,,In Progress
2009-09-20,Approved,,,In Progress
2011-09-20,Approved,,,In Progress
2014-09-20,Approved,,,Credential Completed
2014-09-20,Approved,,,In Progress
2015-09-20,Approved,,,
2016-09-20,Approved,,,Credential Completed
2016-09-20,Approved,,,In Progress
2016-09-20,Approved,,,In Progress
2017-09-20,Approved,,,In Progress
2018-09-20,Approved,,,In Progress
2006-06-19,Denied,,,
2018-09-20,Approved,,,Credential Completed
2018-09-20,Approved,,,In Progress
2021-09-20,Approved,,,Credential Completed
2023-09-20,Approved,,,In Progress
2025-09-20,Approved,,,In Progress
2028-09-20,Approved,,,In Progress
2028-09-20,Approved,,,
2018-09-19,Denied,,,
2028-09-20,Approved,,,In Progress
2029-09-20,Approved,,,
1930-09-20,Approved,,,In Progress
2008-09-19,Denied,,,
2011-10-18,Denied,,,
2001-10-20,Approved,,,Inactive
2001-10-20,Approved,,,Inactive
2001-10-20,Approved,,,In Progress
2002-10-20,Approved,,,In Progress
2002-10-20,Approved,,,Inactive
2003-10-20,Approved,,,In Progress
2028-07-21,Approved,,,
2024-06-21,Denied,,,
2015-07-21,Denied,,,
2003-10-20,Approved,,,In Progress
2005-10-20,Approved,,,In Progress
2005-10-20,Approved,,,Inactive
2005-10-20,Approved,,,In Progress
,Denied,,,
2017-07-19,Denied,,,
2010-08-21,Denied,,,
2007-10-20,Approved,,,
2008-10-20,Approved,,,In Progress
2015-10-20,Approved,,,In Progress
2019-10-20,Approved,,,In Progress
2020-10-20,Approved,,,In Progress
2021-10-20,Approved,,,In Progress
2021-10-20,Approved,,,Credential Completed
2021-10-20,Approved,,,Credential Completed
2001-12-21,Denied,,,
2023-10-20,Approved,,,In Progress
2026-10-20,Approved,,,In Progress
2026-10-20,Approved,,,Credential Completed
2029-10-20,Approved,,,Inactive
2029-10-20,Approved,,,
2029-10-20,Approved,,,Inactive
2029-10-20,Approved,,,In Progress
1930-10-20,Approved,,,In Progress
1930-10-20,Approved,,,In Progress
2001-11-20,Approved,,,In Progress
2002-11-20,Approved,,,In Progress
2002-11-20,Approved,,,In Progress
2018-06-21,Denied,,,
2005-11-20,Approved,,,In Progress
2005-11-20,Approved,,,In Progress
2006-11-20,Approved,,,
2012-11-20,Approved,,,In Progress
2014-11-20,Approved,,,In Progress
2017-11-20,Approved,,,Inactive
2025-11-20,Approved,,,Inactive
2025-11-20,Approved,,,In Progress
2026-11-20,Approved,,,In Progress
2026-11-20,Approved,,,In Progress
2027-11-20,Approved,,,Inactive
2028-11-20,Approved,,,In Progress
1930-11-20,Approved,,,Credential Completed
2004-12-20,Approved,,,In Progress
2005-12-20,Approved,,,Credential Completed
2005-12-20,Approved,,,In Progress
2009-12-20,Approved,,,In Progress
2028-08-20,Denied,,,
2009-12-20,Approved,,,In Progress
2009-12-20,Approved,,,In Progress
2009-12-20,Approved,,,In Progress
2010-12-20,Approved,,,In Progress
2010-12-20,Approved,,,In Progress
2013-12-20,Approved,,,In Progress
2014-12-20,Approved,,,In Progress
2014-12-20,Approved,,,In Progress
2004-12-19,Denied,,,
2015-12-20,Approved,,,In Progress
2015-12-20,Approved,,,In Progress
2016-12-20,Approved,,,Inactive
2016-12-20,Approved,,,In Progress
2016-12-20,Approved,,,
2025-02-21,Denied,,,
2003-02-21,Denied,,,
2025-01-21,Denied,,,
2017-12-20,Approved,,,In Progress
2018-12-20,Approved,,,In Progress
2009-12-21,Denied,,,
2018-12-20,Approved,,,In Progress
2019-12-20,Approved,,,In Progress
2020-12-20,Approved,,,Inactive
2021-12-20,Approved,,,In Progress
2022-12-20,Approved,,,In Progress
2022-12-20,Approved,,,In Progress
2023-12-20,Approved,,,In Progress
1930-12-20,Approved,,,
2001-01-21,Approved,,,In Progress
2004-01-21,Approved,,,Inactive
2004-01-21,Approved,,,In Progress
2005-01-21,Approved,,,Credential Completed
2005-01-21,Approved,,,In Progress
2006-01-21,Approved,,,In Progress
2006-01-21,Approved,,,In Progress
2007-01-21,Approved,,,In Progress
2029-09-20,Denied,,,
2007-01-21,Approved,,,In Progress
2007-01-21,Approved,,,In Progress
2012-01-21,Approved,,,In Progress
2013-01-21,Approved,,,In Progress
2015-01-21,Approved,,,In Progress
2019-01-21,Approved,,,
2023-01-21,Approved,,,In Progress
2025-01-21,Approved,,,Credential Completed
2001-02-21,Approved,,,
2002-02-21,Approved,,,
2005-02-21,Approved,,,
2029-07-20,Denied,,,
2007-02-21,Approved,,,In Progress
2023-07-20,Denied,,,
2009-02-21,Approved,,,In Progress
2009-02-21,Approved,,,In Progress
2011-02-21,Approved,,,In Progress
2016-02-21,Approved,,,In Progress
2025-07-20,Denied,,,
2017-02-21,Approved,,,
2022-02-21,Approved,,,In Progress
2023-02-21,Approved,,,In Progress
2023-02-21,Approved,,,In Progress
2024-02-21,Approved,,,In Progress
2024-02-21,Approved,,,In Progress
2026-02-21,Approved,,,In Progress
2027-02-21,Approved,,,In Progress
2001-03-21,Approved,,,In Progress
2001-03-21,Approved,,,In Progress
2014-07-21,Denied,,,
2001-03-21,Approved,,,In Progress
2001-03-21,Approved,,,In Progress
2001-03-21,Approved,,,In Progress
2001-03-21,Approved,,,In Progress
2003-03-21,Approved,,,In Progress
2009-03-21,Approved,,,In Progress
2010-03-21,Approved,,,Inactive
2011-03-21,Approved,,,
2011-03-21,Approved,,,In Progress
2012-03-21,Approved,,,
2012-03-21,Approved,,,In Progress
2016-03-21,Approved,,,
2016-03-21,Approved,,,In Progress
2016-03-21,Approved,,,
2017-03-21,Approved,,,In Progress
2017-03-21,Approved,,,
2018-03-21,Approved,,,In Progress
2019-03-21,Approved,,,
2022-03-21,Approved,,,Inactive
2023-03-21,Approved,,,In Progress
2023-03-21,Approved,,,In Progress
2023-03-21,Approved,,,In Progress
2024-03-21,Approved,,,
2025-03-21,Approved,,,In Progress
2026-03-21,Approved,,,In Progress
2024-03-20,Denied,,,
1930-03-21,Approved,,,In Progress
1930-03-21,Approved,,,In Progress
1931-03-21,Approved,,,
1931-03-21,Approved,,,In Progress
1931-03-21,Approved,,,Inactive
1931-03-21,Approved,,,In Progress
2001-04-21,Approved,,,In Progress
2001-04-21,Approved,,,In Progress
2006-04-21,Approved,,,Credential Completed
2006-04-21,Approved,,,
2007-04-21,Approved,,,
2008-04-21,Approved,,,In Progress
2008-04-21,Approved,,,
2010-04-21,Approved,,,In Progress
2013-04-21,Approved,,,
2020-04-21,Approved,,,In Progress
2021-04-21,Approved,,,
2021-04-21,Approved,,,In Progress
2021-04-21,Approved,,,
2024-04-21,Approved,,,In Progress
2017-06-18,Denied,,,
2025-04-21,Approved,,,
2026-04-21,Approved,,,Inactive
2027-04-21,Approved,,,In Progress
1930-04-21,Approved,,,In Progress
2004-05-21,Approved,,,In Progress
2004-05-21,Approved,,,
2005-05-21,Approved,,,Inactive
2005-05-21,Approved,,,
2005-05-21,Approved,,,In Progress
2006-05-21,Approved,,,
2006-05-21,Approved,,,Credential Completed
2012-05-21,Approved,,,In Progress
2014-05-21,Approved,,,In Progress
2017-05-21,Approved,,,In Progress
2018-05-21,Approved,,,In Progress
2018-05-21,Approved,,,In Progress
2018-05-21,Approved,,,In Progress
2018-05-21,Approved,,,In Progress
2019-05-21,Approved,,,In Progress
2019-05-21,Approved,,,In Progress
2019-05-21,Approved,,,In Progress
2025-05-21,Approved,,,In Progress
2027-05-21,Approved,,,In Progress
2027-05-21,Approved,,,In Progress
2022-10-21,Denied,,,
2028-05-21,Approved,,,In Progress
2029-05-21,Approved,,,In Progress
1931-05-21,Approved,,,In Progress
2001-06-21,Approved,,,In Progress
2001-06-21,Approved,,,In Progress
2001-06-21,Approved,,,In Progress
2028-07-21,Denied,,,
2002-06-21,Approved,,,In Progress
2017-06-21,Denied,,,
2003-06-21,Approved,,,
2004-06-21,Approved,,,In Progress
2006-06-21,Approved,,,In Progress
2007-06-21,Approved,,,
2007-06-21,Approved,,,In Progress
2007-06-21,Approved,,,
2007-06-21,Approved,,,In Progress
2008-06-21,Approved,,,In Progress
2010-06-21,Approved,,,In Progress
2010-12-19,Denied,,,
2012-06-21,Approved,,,In Progress
2013-06-21,Approved,,,In Progress
2015-06-21,Approved,,,In Progress
2028-01-19,Denied,,,
2016-06-21,Approved,,,In Progress
2004-01-19,Denied,,,
2017-06-21,Approved,,,In Progress
2017-06-21,Approved,,,In Progress
2017-06-21,Approved,,,In Progress
2017-06-21,Approved,,,
2020-06-21,Approved,,,In Progress
2021-06-21,Approved,,,Inactive
2021-06-21,Approved,,,In Progress
2022-06-21,Approved,,,In Progress
2023-06-21,Approved,,,In Progress
2014-07-18,Denied,,,
2024-06-21,Approved,,,In Progress
2024-06-21,Approved,,,In Progress
2025-06-21,Approved,,,In Progress
2025-06-21,Approved,,,
2025-06-21,Approved,,,In Progress
2027-06-21,Approved,,,In Progress
2029-06-21,Approved,,,In Progress
1930-06-21,Approved,,,
1930-06-21,Approved,,,In Progress
2002-07-21,Approved,,,In Progress
2006-07-21,Approved,,,In Progress
2006-07-21,Approved,,,In Progress
2007-12-21,Denied,,,
2007-07-21,Approved,,,In Progress
2007-07-21,Approved,,,In Progress
2005-03-19,Denied,,,
2008-07-21,Approved,,,Inactive
2008-07-21,Approved,,,
2009-07-21,Approved,,,Inactive
2009-07-21,Approved,,,In Progress
2021-11-18,Denied,,,
2012-07-21,Approved,,,In Progress
2012-07-21,Approved,,,In Progress
2001-08-18,Denied,,,
2027-08-19,Denied,,,
2017-04-19,Denied,,,
2012-07-21,Approved,,,In Progress
2013-07-21,Approved,,,In Progress
2013-07-21,Approved,,,
2013-07-21,Approved,,,In Progress
2013-07-21,Approved,,,In Progress
2013-07-21,Approved,,,In Progress
2013-07-21,Approved,,,In Progress
2014-07-21,Approved,,,In Progress
2014-07-21,Approved,,,In Progress
2015-07-21,Approved,,,In Progress
2015-07-21,Approved,,,In Progress
2016-07-21,Approved,,,In Progress
2016-07-21,Approved,,,
2019-07-21,Approved,,,In Progress
2020-07-21,Approved,,,In Progress
2021-07-21,Approved,,,In Progress
2021-07-21,Approved,,,In Progress
2015-12-20,Denied,,,
2022-07-21,Approved,,,
2022-07-21,Approved,,,In Progress
2022-07-21,Approved,,,In Progress
2023-07-21,Approved,,,In Progress
2023-07-21,Approved,,,In Progress
2025-07-21,Approved,,,In Progress
2026-07-21,Approved,,,In Progress
2026-07-21,Approved,,,In Progress
2026-07-21,Approved,,,
2026-07-21,Approved,,,In Progress
2026-07-21,Approved,,,In Progress
2027-07-21,Approved,,,In Progress
2027-07-21,Approved,,,
2027-07-21,Approved,,,In Progress
2028-07-21,Approved,,,In Progress
2028-07-21,Approved,,,In Progress
1931-07-21,Approved,,,Inactive
2002-08-21,Approved,,,In Progress
2003-08-21,Approved,,,In Progress
2023-11-18,Denied,,,
2003-08-21,Approved,,,
2003-12-19,Denied,,,
2003-08-21,Approved,,,In Progress
2004-08-21,Approved,,,In Progress
2004-08-21,Approved,,,In Progress
2004-08-21,Approved,,,
2005-08-21,Approved,,,In Progress
2006-08-21,Approved,,,
2007-08-21,Approved,,,In Progress
2007-08-21,Approved,,,In Progress
2008-08-21,Approved,,,In Progress
2009-08-21,Approved,,,
2009-08-21,Approved,,,
2010-08-21,Approved,,,
2010-08-21,Approved,,,In Progress
2024-08-21,Denied,,,
2010-08-21,Approved,,,In Progress
2012-08-21,Approved,,,In Progress
2012-08-21,Approved,,,In Progress
2013-08-21,Approved,,,
2014-08-21,Approved,,,In Progress
2010-09-19,Denied,,,
2015-08-21,Approved,,,In Progress
2015-08-21,Approved,,,In Progress
2016-08-21,Approved,,,In Progress
2016-08-21,Approved,,,
2017-08-21,Approved,,,In Progress
2018-08-21,Approved,,,In Progress
2018-08-21,Approved,,,
2019-08-21,Approved,,,In Progress
2022-08-21,Approved,,,In Progress
2022-08-21,Approved,,,In Progress
2022-08-21,Approved,,,
2023-08-21,Approved,,,
2024-08-21,Approved,,,In Progress
2024-08-21,Approved,,,
2024-08-21,Approved,,,In Progress
2026-08-21,Approved,,,
2026-08-21,Approved,,,In Progress
2027-08-21,Approved,,,
2029-08-21,Approved,,,In Progress
2001-09-21,Approved,,,
2001-09-21,Approved,,,In Progress
2002-09-21,Approved,,,
2008-09-21,Approved,,,In Progress
2008-09-21,Approved,,,In Progress
2009-09-21,Approved,,,In Progress
2009-09-21,Approved,,,In Progress
2022-11-18,Denied,,,
2009-09-21,Approved,,,
2009-09-21,Approved,,,In Progress
2004-09-20,Denied,,,
2001-09-20,Denied,,,
2008-10-20,Denied,,,
2002-12-20,Denied,,,
2016-12-20,Denied,,,
2011-09-21,Approved,,,In Progress
2019-01-21,Denied,,,
2014-09-21,Approved,,,
2014-09-21,Approved,,,
2014-09-21,Approved,,,In Progress
2015-09-21,Approved,,,In Progress
2015-09-21,Approved,,,In Progress
2017-09-21,Approved,,,
2017-09-21,Approved,,,In Progress
2020-09-21,Approved,,,
2020-09-21,Approved,,,
2020-09-21,Approved,,,In Progress
2021-09-21,Approved,,,In Progress
2013-10-20,Denied,,,
2021-09-21,Approved,,,In Progress
2014-09-21,Denied,,,
2027-09-21,Approved,,,
2028-09-21,Approved,,,In Progress
2028-09-21,Approved,,,
2001-10-21,Approved,,,
2024-06-20,Denied,,,
2004-10-21,Approved,,,
2004-10-21,Approved,,,In Progress
2006-03-20,Denied,,,
2005-10-21,Approved,,,
2005-10-21,Approved,,,
2007-10-21,Approved,,,
2007-10-21,Approved,,,
2007-10-21,Approved,,,
2008-10-21,Approved,,,
2012-09-18,Denied,,,
2013-10-21,Approved,,,In Progress
2015-10-21,Approved,,,
2017-10-21,Approved,,,In Progress
2019-10-21,Approved,,,
2020-10-21,Approved,,,
2020-10-21,Approved,,,
2027-09-18,Denied,,,
2019-09-19,Denied,,,
2020-10-21,Approved,,,
2020-10-21,Approved,,,
2020-10-21,Approved,,,Inactive
2021-10-21,Approved,,,
2001-11-21,Approved,,,
2001-11-21,Approved,,,
2001-11-21,Approved,,,
2001-04-21,Denied,,,
2010-06-21,Denied,,,
2001-11-21,Approved,,,
2002-11-21,Approved,,,
2002-11-21,Approved,,,
2003-11-21,Approved,,,
2003-11-21,Approved,,,
2003-11-21,Approved,,,
2005-11-21,Approved,,,
,,,,
2005-11-21,Approved,,,
2008-11-21,Approved,,,
2008-11-21,Approved,,,
2008-11-21,Approved,,,
2009-11-21,Approved,,,
2009-11-21,Approved,,,
2010-11-21,Approved,,,
2010-11-21,Approved,,,
2017-11-21,Approved,,,
2017-11-21,Approved,,,
2017-11-21,Approved,,,
2023-11-21,Approved,,,
2023-11-21,Approved,,,
2010-03-21,Denied,,,
2015-06-21,Denied,,,
2023-11-21,Approved,,,
2029-11-21,Approved,,,
1930-11-21,Approved,,,
1930-11-21,Approved,,,
1930-11-21,Approved,,,
1930-11-21,Approved,,,
2001-12-21,Approved,,,
2001-12-21,Approved,,,
2002-12-21,Approved,,,
2004-12-21,Approved,,,
2006-12-21,Approved,,,
2007-12-21,Approved,,,
2008-12-21,Approved,,,
2008-12-21,Approved,,,
2013-12-21,Approved,,,
2013-12-21,Approved,,,
2013-12-21,Approved,,,
2014-12-21,Approved,,,
2016-12-21,Approved,,,
2024-11-21,Denied,,,
2022-12-21,Approved,,,
2004-01-22,Approved,,,
2008-02-22,Approved,,,In Progress
02-03-2022,Approved,,,
02-03-2022,Approved,,,
02-03-2022,Approved,,,
02-03-2022,Approved,,,
02-05-2022,Approved,,,
03-03-2022,Approved,,,
03-03-2022,Approved,,,
03-03-2022,Approved,,,
03-03-2022,Approved,,,
2015-05-20,Denied,,,
2020-11-20,Denied,,,
2023-12-20,Denied,,,
03-03-2022,Approved,,,
2004-02-21,Denied,,,
2006-10-21,Denied,,,
03-03-2022,Approved,,,
03-05-2022,Approved,,,
03-05-2022,In progress,,,
04-05-2022,Denied,,,
05-04-2022,Approved,,,
05-04-2022,Approved,,,
05-04-2022,Approved,,,
05-04-2022,Approved,,,
05-04-2022,Approved,,,
07-03-2022,Approved,,,
07-04-2022,Approved,,,
07-04-2022,Approved,,,
07-04-2022,Approved,,,
07-04-2022,Approved,,,
08-02-2022,Denied,,,
2021-10-20,Denied,,,
09-03-2022,Approved,,,
2026-01-21,Denied,,,
2019-07-19,Denied,,,Inactive
09-03-2022,approved,,,
09-03-2022,approved,,,
09-05-2022,Approved,,,
09-05-2022,Approved,,,
10-03-2022,approved,,,
1-02-2022,Approved,,,
1-02-2022,Approved,,,
11-03-2022,approved,,,
11-05-2022,Approved,,,
12-05-2022,Approved,,,
12-05-2022,Approved,,,
2004-02-21,Denied,,,
12-05-2022,Approved,,,
2018-03-21,Denied,,,
12-05-2022,Approved,,,
12-05-2022,Approved,,,
14-01-2022,Approved,,,
14-02-2022,Approved,,,
14-02-2022,Approved,,,
2014-08-20,Denied,,,
2028-08-20,Denied,,,
14-02-2022,Approved,,,
14-02-2022,Approved,,,
14-03-2022,approved,,,
14-03-2022,approved,,,
14-03-2022,approved,,,
14-03-2022,approved,,,
14-03-2022,approved,,,
14-03-2022,approved,,,
14-04-2022,Approved,,,
2001-12-21,Denied,,,
14-04-2022,Approved,,,
17-02-2022,Approved,,,
17-02-2022,Approved,,,
17-05-2022,Approved,,,
19-04-2022,Approved,,,
19-04-2022,Approved,,,
19-04-2022,Approved,,,
19-04-2022,Approved,,,
19-04-2022,Approved,,,
19-04-2022,Approved,,,
2021-12-274,Approved,,,
20214-12-14,Approved,,,
21-01-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
21-03-2022,Approved,,,
1930-03-21,Denied,,,
22-03-2022,Approved,,,
22-03-2022,Approved,,,
24-01-2022,Approved,,,
24-01-2022,Approved,,,
2020-02-21,Denied,,,
1931-03-20,Denied,,,
24-01-2022,Approved,,,
24-01-2022,Approved,,,
2014-06-21,Denied,,,
2027-05-21,Denied,,,
2006-05-21,Denied,,,
24-01-2022,Approved,,,
24-01-2022,Approved,,,
24-01-2022,Approved,,,
24-01-2022,Approved,,,
25-01-2022,Approved,,,
2005-03-20,Denied,,,
25-05-2022,Approved,,,
25-05-2022,Approved,,,
2022-01-20,Denied,,,
25-05-2022,Approved,,,
2008-10-21,Denied,,,
2005-09-21,Denied,,,
25-05-2022,Approved,,,
25-05-2022,Approved,,,
26-05-2022,Approved,,,
26-05-2022,Approved,,,"Previously approved Oct 26, 2021"
26-05-2022,Approved,,,
26-05-2022,Denied,,,
26-05-2022,Approved,,,
27-01-2022,Approved,,,
27-04-2022,Approved,,,
2020-08-19,Denied,,,
27-04-2022,Approved,,,
27-04-2022,Approved,,,
27-04-2022,Approved,,,
2026-11-19,Denied,,,
2018-08-19,Denied,,,
27-04-2022,Approved,,,
2016-09-19,Denied,,,
27-04-2022,Approved,,,
27-04-2022,Approved,,,
28-01-2022,Approved,,,
28-03-2022,Approved,,,
28-03-2022,Approved,,,
28-03-2022,Approved,,,
28-03-2022,Approved,,,
28-03-2022,Approved,,,
28-03-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Denied,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
28-04-2022,Approved,,,
30-05-2022,Approved,,,
30-05-2022,Approved,,,
2011-11-21,Denied,,,
2012-01-20,Denied,,,
31-01-2022,Approved,,,
2007-05-19,Denied,,,
31-01-2022,Approved,,,
31-03-2022,Approved,,,
31-03-2022,Approved,,,
31-03-2022,Approved,,,
31-05-2022,Approved,,,
,,,,Inactive
,,,,Credential Completed
,,,,Inactive
,,,,Inactive
,Approved,,,Inactive
,Approved,,,Inactive
,,,,Credential Completed
,,,,Inactive
,,,,Credential Completed
,,,,Inactive
,,,,Credential Completed
,,,,Credential Completed
,,,,Inactive
,,,,Inactive
,,,,In Progress
,Approved,,,In Progress
,Approved,,,Credential Completed
,,,,Inactive
,,,,Inactive
2020-10-19,Denied,,,
2011-12-19,Denied,,,
,Approved,,,In Progress
,Approved,,,In Progress
,,,,Inactive
,,,,Inactive
,,,,Inactive
,Approved,,,In Progress
,Approved,,,Inactive
,,,,Credential Completed
,,,,Credential Completed
,Approved,,,In Progress
2023-10-18,Denied,,,
,,,,In Progress
,,,,Credential Completed
2001-11-18,Denied,,,
,,,,Inactive
2012-07-18,Denied,,,
,,,,Inactive
,,,,Inactive
,,,,Inactive
,,,,Inactive
,Approved,,,Inactive
,,,,In Progress
,,,,Credential Completed
,,,,Inactive
2007-08-18,Denied,,,
,Approved,,,Credential Completed
,,,,Inactive
,,,,Inactive
,Approved,,,In Progress
2006-09-18,Denied,,,
,,,,Inactive
2007-09-18,Denied,,,
,,,,Inactive
,Approved,,,Inactive
2016-11-18,Denied,,,
,Approved,,,In Progress
,,,,Credential Completed
,,,,Inactive
,,,,Inactive
2014-09-18,Denied,,,
,,,,Inactive
,,,,Inactive
,,,,Inactive
