received_date,application_status,denial_reason,exception_comments,twp_status
1930-08-19,APPROVED,,,Inactive
1930-08-19,APPROVED,,,Inactive
2001-09-19,APPROVED,,,"In Progress"
2002-09-19,APPROVED,,,"Credential Completed"
2002-09-19,APPROVED,,,"In Progress"
2003-09-19,,,,"In Progress"
2003-09-19,APPROVED,,,"In Progress"
2003-09-19,APPROVED,,,"Credential Completed"
2003-09-19,APPROVED,,,Inactive
2010-11-21,DENIED,,,
2003-09-19,APPROVED,,,Inactive
1770-07-07,DENIED,,,
2003-09-19,APPROVED,,,"Credential Completed"
2003-09-19,APPROVED,,,Inactive
2003-09-19,APPROVED,,,"Credential Completed"
2003-09-19,APPROVED,,,Inactive
2003-09-19,APPROVED,,,"In Progress"
2003-09-19,APPROVED,,,Inactive
2003-09-19,APPROVED,,,Inactive
2003-09-19,APPROVED,,,Inactive
2003-09-19,APPROVED,,,"In Progress"
2006-09-19,APPROVED,,,Inactive
2006-09-19,APPROVED,,,"In Progress"
1930-01-19,DENIED,,,
2001-08-19,DENIED,,,
2006-09-19,APPROVED,,,"Credential Completed"
2010-09-19,APPROVED,,,"In Progress"
2010-09-19,APPROVED,,,"In Progress"
2010-09-19,APPROVED,,,"In Progress"
2014-08-19,DENIED,,,
2010-09-19,APPROVED,,,"In Progress"
2011-09-19,APPROVED,,,Inactive
2028-08-18,DENIED,,,
2011-09-19,APPROVED,,,"In Progress"
2011-09-19,APPROVED,,,"In Progress"
2021-08-19,DENIED,,,
2026-02-19,DENIED,,,
2011-09-19,APPROVED,,,Inactive
2011-09-19,APPROVED,,,"In Progress"
2012-09-19,APPROVED,,,"In Progress"
2006-12-18,DENIED,,,
2012-09-19,APPROVED,,,Inactive
2012-09-19,APPROVED,,,Inactive
2012-09-19,APPROVED,,,"In Progress"
2012-09-19,APPROVED,,,Inactive
2012-09-19,APPROVED,,,"In Progress"
2013-09-19,APPROVED,,,Inactive
2013-09-19,,,,"Credential Completed"
2013-09-19,APPROVED,,,"In Progress"
2013-09-19,APPROVED,,,Inactive
2016-09-19,APPROVED,,,Inactive
2016-09-19,APPROVED,,,Inactive
2017-09-19,APPROVED,,,"In Progress"
2003-05-21,DENIED,,,
2017-09-19,APPROVED,,,"In Progress"
2004-12-19,DENIED,,,
2017-09-19,APPROVED,,,Inactive
2017-09-19,APPROVED,,,"In Progress"
2018-09-19,APPROVED,,,Inactive
2019-09-19,APPROVED,,,"In Progress"
2019-09-19,APPROVED,,,"Credential Completed"
2019-09-19,APPROVED,,,"In Progress"
2020-09-19,APPROVED,,,Inactive
2020-09-19,APPROVED,,,Inactive
2020-09-19,APPROVED,,,Inactive
2023-09-19,APPROVED,,,Inactive
2024-09-19,APPROVED,,,"In Progress"
2024-09-19,APPROVED,,,Inactive
2024-09-19,APPROVED,,,"In Progress"
2024-09-19,APPROVED,,,Inactive
2024-09-19,APPROVED,,,Inactive
2025-09-19,APPROVED,,,"Credential Completed"
2026-09-19,APPROVED,,,"In Progress"
2002-10-19,APPROVED,,,"In Progress"
2003-10-19,APPROVED,,,"In Progress"
2003-10-19,APPROVED,,,Inactive
2005-10-19,APPROVED,,,Inactive
2022-12-21,DENIED,,,
2005-10-19,APPROVED,,,"In Progress"
2007-10-19,APPROVED,,,"In Progress"
2008-10-19,APPROVED,,,"In Progress"
2015-10-19,APPROVED,,,"In Progress"
2017-10-19,APPROVED,,,Inactive
2018-10-19,APPROVED,,,"In Progress"
2018-10-19,APPROVED,,,Inactive
2019-10-19,APPROVED,,,"Credential Completed"
2025-10-19,APPROVED,,,Inactive
2028-10-19,APPROVED,,,"In Progress"
2028-10-19,APPROVED,,,"In Progress"
2029-10-19,APPROVED,,,"Credential Completed"
1930-10-19,APPROVED,,,Inactive
2001-11-19,APPROVED,,,Inactive
2003-11-19,APPROVED,,,"Credential Completed"
2009-12-19,DENIED,,,
2004-11-19,APPROVED,,,Inactive
2004-11-19,APPROVED,,,"Credential Completed"
2005-11-19,APPROVED,,,"In Progress"
2005-11-19,APPROVED,,,Inactive
2007-11-19,APPROVED,,,"In Progress"
2007-11-19,APPROVED,,,"In Progress"
2008-11-19,APPROVED,,,"In Progress"
2009-11-19,APPROVED,,,Inactive
2012-11-19,APPROVED,,,"Credential Completed"
2018-12-19,DENIED,,,
2012-11-19,APPROVED,,,Inactive
2013-11-19,APPROVED,,,"In Progress"
2014-11-19,APPROVED,,,"In Progress"
2018-11-19,APPROVED,,,"In Progress"
2019-11-19,APPROVED,,,"In Progress"
2019-11-19,APPROVED,,,
2022-11-19,APPROVED,,,"In Progress"
2022-11-19,,,,Inactive
2025-11-19,APPROVED,,,"Credential Completed"
2027-11-19,APPROVED,,,Inactive
2027-11-19,APPROVED,,,Inactive
2027-11-19,APPROVED,,,Inactive
2027-11-19,APPROVED,,,Inactive
2027-11-19,APPROVED,,,"In Progress"
2004-12-19,APPROVED,,,"In Progress"
2004-12-19,APPROVED,,,"Credential Completed"
2004-12-19,APPROVED,,,"In Progress"
2004-09-20,DENIED,,,
2004-12-19,APPROVED,,,Inactive
2005-08-20,DENIED,,,
2005-12-19,APPROVED,,,"In Progress"
2005-12-19,APPROVED,,,Inactive
2005-12-19,APPROVED,,,"Credential Completed"
2005-12-19,APPROVED,,,Inactive
2018-07-20,DENIED,,,
2005-12-19,APPROVED,,,"In Progress"
2005-12-19,APPROVED,,,
2009-12-19,APPROVED,,,"In Progress"
2010-12-19,APPROVED,,,"In Progress"
2011-12-19,APPROVED,,,"In Progress"
2011-12-19,APPROVED,,,"Credential Completed"
2011-12-19,APPROVED,,,"In Progress"
2011-12-19,APPROVED,,,"In Progress"
2012-12-19,APPROVED,,,"In Progress"
2016-12-19,APPROVED,,,Inactive
2019-03-20,DENIED,,,
2016-12-19,APPROVED,,,"In Progress"
2011-06-20,DENIED,,,
2017-12-19,APPROVED,,,"In Progress"
2014-09-21,DENIED,,,
2018-12-19,APPROVED,,,"In Progress"
2018-12-19,APPROVED,,,"In Progress"
2019-12-19,APPROVED,,,"In Progress"
2019-12-19,APPROVED,,,"In Progress"
2019-12-19,APPROVED,,,"In Progress"
2023-12-19,APPROVED,,,"In Progress"
2023-12-19,APPROVED,,,Inactive
2023-12-19,APPROVED,,,"In Progress"
2024-12-19,APPROVED,,,Inactive
2025-12-19,APPROVED,,,Inactive
2025-12-19,APPROVED,,,"In Progress"
1930-12-19,APPROVED,,,Inactive
2003-01-20,APPROVED,,,Inactive
2003-01-20,APPROVED,,,"In Progress"
2005-01-20,APPROVED,,,"In Progress"
2006-01-20,APPROVED,,,"Credential Completed"
2006-01-20,APPROVED,,,"Credential Completed"
2006-01-20,APPROVED,,,"In Progress"
2008-01-20,APPROVED,,,"Credential Completed"
2004-09-19,DENIED,,,
2008-01-20,APPROVED,,,Inactive
2009-01-20,APPROVED,,,Inactive
2009-01-20,APPROVED,,,Inactive
2009-01-20,APPROVED,,,"In Progress"
2009-01-20,APPROVED,,,"In Progress"
2009-01-20,APPROVED,,,"Credential Completed"
2009-01-20,APPROVED,,,"In Progress"
2009-01-20,APPROVED,,,"In Progress"
2010-01-20,APPROVED,,,"In Progress"
2010-01-20,APPROVED,,,"In Progress"
2010-01-20,APPROVED,,,"In Progress"
2012-01-20,APPROVED,,,"In Progress"
2013-01-20,APPROVED,,,"In Progress"
2027-04-20,DENIED,,,
2013-01-20,APPROVED,,,Inactive
2013-01-20,APPROVED,,,
2013-01-20,APPROVED,,,"In Progress"
2013-01-20,APPROVED,,,"In Progress"
2014-01-20,APPROVED,,,"Credential Completed"
2014-01-20,APPROVED,,,"In Progress"
2017-01-20,APPROVED,,,"Credential Completed"
2017-01-20,APPROVED,,,"In Progress"
2020-01-20,APPROVED,,,"In Progress"
2020-01-20,APPROVED,,,"In Progress"
2022-01-20,APPROVED,,,Inactive
2022-01-20,APPROVED,,,"In Progress"
2024-01-20,APPROVED,,,"Credential Completed"
2024-01-20,APPROVED,,,Inactive
2028-01-20,APPROVED,,,Inactive
2028-01-20,APPROVED,,,Inactive
2029-01-20,APPROVED,,,"In Progress"
1930-01-20,APPROVED,,,"In Progress"
1930-01-20,APPROVED,,,"In Progress"
2001-10-20,DENIED,,,
2004-02-20,APPROVED,,,"In Progress"
2006-02-20,APPROVED,,,Inactive
2007-02-20,APPROVED,,,"In Progress"
2008-02-20,APPROVED,,,"Credential Completed"
2010-02-20,APPROVED,,,Inactive
2010-02-20,APPROVED,,,"In Progress"
2010-02-20,APPROVED,,,"In Progress"
2011-02-20,APPROVED,,,"In Progress"
2011-02-20,APPROVED,,,"In Progress"
2018-08-20,DENIED,,,
2012-02-20,APPROVED,,,Inactive
2018-02-20,APPROVED,,,"In Progress"
2019-02-20,APPROVED,,,"In Progress"
2019-02-20,APPROVED,,,"In Progress"
2021-02-20,APPROVED,,,Inactive
2021-02-20,APPROVED,,,Inactive
2025-02-20,APPROVED,,,Inactive
2025-02-20,APPROVED,,,"Credential Completed"
2025-02-20,APPROVED,,,Inactive
2025-02-20,APPROVED,,,Inactive
2025-02-20,APPROVED,,,"In Progress"
2025-02-20,APPROVED,,,"In Progress"
2025-02-20,APPROVED,,,"Credential Completed"
2026-02-20,APPROVED,,,"In Progress"
2028-02-20,APPROVED,,,Inactive
2028-02-20,APPROVED,,,"Credential Completed"
2028-02-20,APPROVED,,,"In Progress"
2028-02-20,APPROVED,,,
2028-02-20,APPROVED,,,Inactive
2001-03-20,APPROVED,,,"In Progress"
2003-03-20,APPROVED,,,"In Progress"
2003-03-20,APPROVED,,,Inactive
2004-03-20,APPROVED,,,"In Progress"
2005-03-20,APPROVED,,,"Credential Completed"
2009-03-20,APPROVED,,,"Credential Completed"
2009-03-20,APPROVED,,,"In Progress"
2010-03-20,APPROVED,,,"In Progress"
2010-03-20,APPROVED,,,"In Progress"
2012-03-20,APPROVED,,,Inactive
2017-03-20,APPROVED,,,"In Progress"
2018-03-20,APPROVED,,,"In Progress"
2018-03-20,APPROVED,,,"Credential Completed"
2024-03-20,APPROVED,,,"In Progress"
2026-04-20,DENIED,,,
2024-03-20,APPROVED,,,"In Progress"
2028-03-20,APPROVED,,,"In Progress"
1931-03-20,APPROVED,,,"In Progress"
2002-04-20,APPROVED,,,"In Progress"
2005-04-20,APPROVED,,,Inactive
2005-04-20,APPROVED,,,"In Progress"
2007-04-20,APPROVED,,,"In Progress"
2008-04-20,APPROVED,,,Inactive
2009-04-20,APPROVED,,,"In Progress"
2009-04-20,APPROVED,,,"In Progress"
2010-04-20,APPROVED,,,"In Progress"
2016-04-20,APPROVED,,,"Credential Completed"
2019-04-20,APPROVED,,,Inactive
2020-04-20,APPROVED,,,"In Progress"
2022-04-20,APPROVED,,,"In Progress"
2023-04-20,APPROVED,,,
2023-04-20,APPROVED,,,"In Progress"
2017-01-20,DENIED,,,CARLA
2024-04-20,APPROVED,,,"In Progress"
2024-04-20,APPROVED,,,"In Progress"
2009-09-19,DENIED,,,
2027-04-20,APPROVED,,,"In Progress"
2001-05-20,APPROVED,,,"In Progress"
2001-05-20,APPROVED,,,"In Progress"
2004-05-20,APPROVED,,,"In Progress"
2005-05-20,APPROVED,,,"Credential Completed"
2010-05-20,APPROVED,,,"In Progress"
2011-05-20,APPROVED,,,"Credential Completed"
2012-05-20,APPROVED,,,"In Progress"
2013-05-20,APPROVED,,,"In Progress"
2016-05-20,APPROVED,,,"In Progress"
2019-05-20,APPROVED,,,"In Progress"
2021-05-20,APPROVED,,,"In Progress"
2021-05-20,APPROVED,,,"In Progress"
2025-05-20,APPROVED,,,"In Progress"
2027-05-20,APPROVED,,,"In Progress"
2027-05-20,APPROVED,,,"In Progress"
2028-05-20,APPROVED,,,"Credential Completed"
2028-05-20,APPROVED,,,"In Progress"
2029-05-20,APPROVED,,,"In Progress"
2029-05-20,APPROVED,,,"In Progress"
2029-05-20,APPROVED,,,Inactive
2001-06-20,"APPROVED ",,,"In Progress"
2001-06-20,APPROVED,,,"Credential Completed"
2002-06-20,APPROVED,,,"In Progress"
2002-06-20,APPROVED,,,"In Progress"
2005-06-20,APPROVED,,,"In Progress"
2006-06-20,APPROVED,,,"In Progress"
2007-06-20,APPROVED,,,Inactive
2012-06-20,APPROVED,,,"In Progress"
2012-06-20,APPROVED,,,"In Progress"
2014-06-20,APPROVED,,,"In Progress"
2015-06-20,APPROVED,,,"In Progress"
2015-06-20,APPROVED,,,"In Progress"
2017-06-20,APPROVED,,,"In Progress"
2018-06-20,APPROVED,,,"In Progress"
2022-06-20,APPROVED,,,"In Progress"
2022-06-20,APPROVED,,,"Credential Completed"
2022-06-20,APPROVED,,,"Credential Completed"
2022-06-20,APPROVED,,,"Credential Completed"
2023-06-20,APPROVED,,,"Credential Completed"
2024-06-20,APPROVED,,,"In Progress"
2024-06-20,APPROVED,,,"In Progress"
2024-06-20,APPROVED,,,"In Progress"
2024-06-20,APPROVED,,,
2024-06-20,APPROVED,,,
2026-06-20,APPROVED,,,"In Progress"
2002-07-20,APPROVED,,,"In Progress"
2002-07-20,APPROVED,,,"In Progress"
2002-07-20,APPROVED,,,"In Progress"
2005-07-20,APPROVED,,,"In Progress"
2006-07-20,APPROVED,,,"In Progress"
2006-07-20,APPROVED,,,"In Progress"
2007-07-20,APPROVED,,,"In Progress"
2007-07-20,APPROVED,,,"In Progress"
2008-07-20,APPROVED,,,"In Progress"
2008-07-20,APPROVED,,,"In Progress"
2014-07-20,APPROVED,,,"Credential Completed"
2014-07-20,APPROVED,,,Inactive
2016-07-20,APPROVED,,,"In Progress"
1930-07-21,DENIED,,,
2008-07-21,DENIED,,,
2016-06-21,DENIED,,,
2016-07-20,APPROVED,,,"In Progress"
2017-07-20,APPROVED,,,"In Progress"
2020-07-20,APPROVED,,,"In Progress"
2022-07-20,APPROVED,,,"In Progress"
2023-07-20,APPROVED,,,"In Progress"
2023-07-20,APPROVED,,,"In Progress"
2024-07-20,APPROVED,,,"In Progress"
2025-07-20,APPROVED,,,"Credential Completed"
2028-07-20,APPROVED,,,"In Progress"
2028-07-20,APPROVED,,,
2028-07-20,APPROVED,,,"In Progress"
2028-07-20,APPROVED,,,"Credential Completed"
2028-07-20,APPROVED,,,"Credential Completed"
2028-07-20,APPROVED,,,"In Progress"
2029-07-20,APPROVED,,,"In Progress"
2029-07-20,APPROVED,,,"In Progress"
2029-07-20,APPROVED,,,"In Progress"
1930-07-20,APPROVED,,,Inactive
1930-07-20,APPROVED,,,"In Progress"
2021-10-21,DENIED,,,
1930-07-20,APPROVED,,,"In Progress"
2002-08-20,APPROVED,,,"In Progress"
2005-08-20,APPROVED,,,"In Progress"
2005-08-20,APPROVED,,,"In Progress"
2006-08-20,APPROVED,,,"In Progress"
2007-08-20,APPROVED,,,"In Progress"
2008-08-20,APPROVED,,,Inactive
2019-11-18,DENIED,,,
2010-08-20,APPROVED,,,"In Progress"
2010-08-20,APPROVED,,,Inactive
2010-08-20,APPROVED,,,"In Progress"
2010-08-20,APPROVED,,,"Credential Completed"
2011-08-20,APPROVED,,,Inactive
2011-08-20,APPROVED,,,"In Progress"
2011-08-20,APPROVED,,,"In Progress"
2011-08-20,APPROVED,,,
2011-08-20,APPROVED,,,"In Progress"
2019-11-18,DENIED,,,
2011-08-20,APPROVED,,,"In Progress"
2012-08-20,APPROVED,,,"Credential Completed"
2001-10-19,DENIED,,,
2029-10-19,DENIED,,,
2012-08-20,APPROVED,,,"In Progress"
2013-08-20,APPROVED,,,"In Progress"
2014-08-20,APPROVED,,,Inactive
2014-08-20,APPROVED,,,"In Progress"
2015-12-20,DENIED,,,
2016-08-20,APPROVED,,,"In Progress"
2005-05-20,DENIED,,,
2011-05-20,DENIED,,,
2019-08-20,APPROVED,,,"Credential Completed"
2019-08-20,APPROVED,,,"In Progress"
2020-08-20,APPROVED,,,"In Progress"
2020-08-20,APPROVED,,,
2021-08-20,APPROVED,,,Inactive
2021-08-20,APPROVED,,,"Credential Completed"
2021-08-20,APPROVED,,,Inactive
2023-08-20,APPROVED,,,"In Progress"
2023-08-20,APPROVED,,,
2024-08-20,APPROVED,,,"Credential Completed"
2029-03-21,DENIED,,,
2024-08-20,APPROVED,,,"In Progress"
2026-08-20,APPROVED,,,Inactive
2016-08-20,DENIED,,,
2026-08-20,APPROVED,,,"In Progress"
2027-08-20,APPROVED,,,"Credential Completed"
2027-08-20,APPROVED,,,"In Progress"
2027-08-20,APPROVED,,,Inactive
2028-08-20,APPROVED,,,"In Progress"
2001-09-20,APPROVED,,,Inactive
2001-09-20,APPROVED,,,"Credential Completed"
2003-09-20,APPROVED,,,"In Progress"
2004-09-20,APPROVED,,,"In Progress"
2004-09-20,APPROVED,,,"In Progress"
2004-09-20,APPROVED,,,"In Progress"
2004-09-20,APPROVED,,,"In Progress"
2008-09-20,APPROVED,,,"In Progress"
1930-03-20,DENIED,,,
2008-09-20,APPROVED,,,"In Progress"
2008-09-20,APPROVED,,,
2009-09-20,APPROVED,,,"In Progress"
2009-09-20,APPROVED,,,"In Progress"
2009-09-20,APPROVED,,,"In Progress"
2011-09-20,APPROVED,,,"In Progress"
2014-09-20,APPROVED,,,"Credential Completed"
2014-09-20,APPROVED,,,"In Progress"
2015-09-20,APPROVED,,,
2016-09-20,APPROVED,,,"Credential Completed"
2016-09-20,APPROVED,,,"In Progress"
2016-09-20,APPROVED,,,"In Progress"
2017-09-20,APPROVED,,,"In Progress"
2018-09-20,APPROVED,,,"In Progress"
2006-06-19,DENIED,,,
2018-09-20,APPROVED,,,"Credential Completed"
2018-09-20,APPROVED,,,"In Progress"
2021-09-20,APPROVED,,,"Credential Completed"
2023-09-20,APPROVED,,,"In Progress"
2025-09-20,APPROVED,,,"In Progress"
2028-09-20,APPROVED,,,"In Progress"
2028-09-20,APPROVED,,,
2018-09-19,DENIED,,,
2028-09-20,APPROVED,,,"In Progress"
2029-09-20,APPROVED,,,
1930-09-20,APPROVED,,,"In Progress"
2008-09-19,DENIED,,,
2011-10-18,DENIED,,,
2001-10-20,APPROVED,,,Inactive
2001-10-20,APPROVED,,,Inactive
2001-10-20,APPROVED,,,"In Progress"
2002-10-20,APPROVED,,,"In Progress"
2002-10-20,APPROVED,,,Inactive
2003-10-20,APPROVED,,,"In Progress"
2028-07-21,APPROVED,,,
2024-06-21,DENIED,,,
2015-07-21,DENIED,,,
2003-10-20,APPROVED,,,"In Progress"
2005-10-20,APPROVED,,,"In Progress"
2005-10-20,APPROVED,,,Inactive
2005-10-20,APPROVED,,,"In Progress"
1770-07-07,DENIED,,,
2017-07-19,DENIED,,,
2010-08-21,DENIED,,,
2007-10-20,APPROVED,,,
2008-10-20,APPROVED,,,"In Progress"
2015-10-20,APPROVED,,,"In Progress"
2019-10-20,APPROVED,,,"In Progress"
2020-10-20,APPROVED,,,"In Progress"
2021-10-20,APPROVED,,,"In Progress"
2021-10-20,APPROVED,,,"Credential Completed"
2021-10-20,APPROVED,,,"Credential Completed"
2001-12-21,DENIED,,,
2023-10-20,APPROVED,,,"In Progress"
2026-10-20,APPROVED,,,"In Progress"
2026-10-20,APPROVED,,,"Credential Completed"
2029-10-20,APPROVED,,,Inactive
2029-10-20,APPROVED,,,
2029-10-20,APPROVED,,,Inactive
2029-10-20,APPROVED,,,"In Progress"
1930-10-20,APPROVED,,,"In Progress"
1930-10-20,APPROVED,,,"In Progress"
2001-11-20,APPROVED,,,"In Progress"
2002-11-20,APPROVED,,,"In Progress"
2002-11-20,APPROVED,,,"In Progress"
2018-06-21,DENIED,,,
2005-11-20,APPROVED,,,"In Progress"
2005-11-20,APPROVED,,,"In Progress"
2006-11-20,APPROVED,,,
2012-11-20,APPROVED,,,"In Progress"
2014-11-20,APPROVED,,,"In Progress"
2017-11-20,APPROVED,,,Inactive
2025-11-20,APPROVED,,,Inactive
2025-11-20,APPROVED,,,"In Progress"
2026-11-20,APPROVED,,,"In Progress"
2026-11-20,APPROVED,,,"In Progress"
2027-11-20,APPROVED,,,Inactive
2028-11-20,APPROVED,,,"In Progress"
1930-11-20,APPROVED,,,"Credential Completed"
2004-12-20,APPROVED,,,"In Progress"
2005-12-20,APPROVED,,,"Credential Completed"
2005-12-20,APPROVED,,,"In Progress"
2009-12-20,APPROVED,,,"In Progress"
2028-08-20,DENIED,,,
2009-12-20,APPROVED,,,"In Progress"
2009-12-20,APPROVED,,,"In Progress"
2009-12-20,APPROVED,,,"In Progress"
2010-12-20,APPROVED,,,"In Progress"
2010-12-20,APPROVED,,,"In Progress"
2013-12-20,APPROVED,,,"In Progress"
2014-12-20,APPROVED,,,"In Progress"
2014-12-20,APPROVED,,,"In Progress"
2004-12-19,DENIED,,,
2015-12-20,APPROVED,,,"In Progress"
2015-12-20,APPROVED,,,"In Progress"
2016-12-20,APPROVED,,,Inactive
2016-12-20,APPROVED,,,"In Progress"
2016-12-20,APPROVED,,,
2025-02-21,DENIED,,,
2003-02-21,DENIED,,,
2025-01-21,DENIED,,,
2017-12-20,APPROVED,,,"In Progress"
2018-12-20,APPROVED,,,"In Progress"
2009-12-21,DENIED,,,
2018-12-20,APPROVED,,,"In Progress"
2019-12-20,APPROVED,,,"In Progress"
2020-12-20,APPROVED,,,Inactive
2021-12-20,APPROVED,,,"In Progress"
2022-12-20,APPROVED,,,"In Progress"
2022-12-20,APPROVED,,,"In Progress"
2023-12-20,APPROVED,,,"In Progress"
1930-12-20,APPROVED,,,
2001-01-21,APPROVED,,,"In Progress"
2004-01-21,APPROVED,,,Inactive
2004-01-21,APPROVED,,,"In Progress"
2005-01-21,APPROVED,,,"Credential Completed"
2005-01-21,APPROVED,,,"In Progress"
2006-01-21,APPROVED,,,"In Progress"
2006-01-21,APPROVED,,,"In Progress"
2007-01-21,APPROVED,,,"In Progress"
2029-09-20,DENIED,,,
2007-01-21,APPROVED,,,"In Progress"
2007-01-21,APPROVED,,,"In Progress"
2012-01-21,APPROVED,,,"In Progress"
2013-01-21,APPROVED,,,"In Progress"
2015-01-21,APPROVED,,,"In Progress"
2019-01-21,APPROVED,,,
2023-01-21,APPROVED,,,"In Progress"
2025-01-21,APPROVED,,,"Credential Completed"
2001-02-21,APPROVED,,,
2002-02-21,APPROVED,,,
2005-02-21,APPROVED,,,
2029-07-20,DENIED,,,
2007-02-21,APPROVED,,,"In Progress"
2023-07-20,DENIED,,,
2009-02-21,APPROVED,,,"In Progress"
2009-02-21,APPROVED,,,"In Progress"
2011-02-21,APPROVED,,,"In Progress"
2016-02-21,APPROVED,,,"In Progress"
2025-07-20,DENIED,,,
2017-02-21,APPROVED,,,
2022-02-21,APPROVED,,,"In Progress"
2023-02-21,APPROVED,,,"In Progress"
2023-02-21,APPROVED,,,"In Progress"
2024-02-21,APPROVED,,,"In Progress"
2024-02-21,APPROVED,,,"In Progress"
2026-02-21,APPROVED,,,"In Progress"
2027-02-21,APPROVED,,,"In Progress"
2001-03-21,APPROVED,,,"In Progress"
2001-03-21,APPROVED,,,"In Progress"
2014-07-21,DENIED,,,
2001-03-21,APPROVED,,,"In Progress"
2001-03-21,APPROVED,,,"In Progress"
2001-03-21,APPROVED,,,"In Progress"
2001-03-21,APPROVED,,,"In Progress"
2003-03-21,APPROVED,,,"In Progress"
2009-03-21,APPROVED,,,"In Progress"
2010-03-21,APPROVED,,,Inactive
2011-03-21,APPROVED,,,
2011-03-21,APPROVED,,,"In Progress"
2012-03-21,APPROVED,,,
2012-03-21,APPROVED,,,"In Progress"
2016-03-21,APPROVED,,,
2016-03-21,APPROVED,,,"In Progress"
2016-03-21,APPROVED,,,
2017-03-21,APPROVED,,,"In Progress"
2017-03-21,APPROVED,,,
2018-03-21,APPROVED,,,"In Progress"
2019-03-21,APPROVED,,,
2022-03-21,APPROVED,,,Inactive
2023-03-21,APPROVED,,,"In Progress"
2023-03-21,APPROVED,,,"In Progress"
2023-03-21,APPROVED,,,"In Progress"
2024-03-21,APPROVED,,,
2025-03-21,APPROVED,,,"In Progress"
2026-03-21,APPROVED,,,"In Progress"
2024-03-20,DENIED,,,
1930-03-21,APPROVED,,,"In Progress"
1930-03-21,APPROVED,,,"In Progress"
1931-03-21,APPROVED,,,
1931-03-21,APPROVED,,,"In Progress"
1931-03-21,APPROVED,,,Inactive
1931-03-21,APPROVED,,,"In Progress"
2001-04-21,APPROVED,,,"In Progress"
2001-04-21,APPROVED,,,"In Progress"
2006-04-21,APPROVED,,,"Credential Completed"
2006-04-21,APPROVED,,,
2007-04-21,APPROVED,,,
2008-04-21,APPROVED,,,"In Progress"
2008-04-21,APPROVED,,,
2010-04-21,APPROVED,,,"In Progress"
2013-04-21,APPROVED,,,
2020-04-21,APPROVED,,,"In Progress"
2021-04-21,APPROVED,,,
2021-04-21,APPROVED,,,"In Progress"
2021-04-21,APPROVED,,,
2024-04-21,APPROVED,,,"In Progress"
2017-06-18,DENIED,,,
2025-04-21,APPROVED,,,
2026-04-21,APPROVED,,,Inactive
2027-04-21,APPROVED,,,"In Progress"
1930-04-21,APPROVED,,,"In Progress"
2004-05-21,APPROVED,,,"In Progress"
2004-05-21,APPROVED,,,
2005-05-21,APPROVED,,,Inactive
2005-05-21,APPROVED,,,
2005-05-21,APPROVED,,,"In Progress"
2006-05-21,APPROVED,,,
2006-05-21,APPROVED,,,"Credential Completed"
2012-05-21,APPROVED,,,"In Progress"
2014-05-21,APPROVED,,,"In Progress"
2017-05-21,APPROVED,,,"In Progress"
2018-05-21,APPROVED,,,"In Progress"
2018-05-21,APPROVED,,,"In Progress"
2018-05-21,APPROVED,,,"In Progress"
2018-05-21,APPROVED,,,"In Progress"
2019-05-21,APPROVED,,,"In Progress"
2019-05-21,APPROVED,,,"In Progress"
2019-05-21,APPROVED,,,"In Progress"
2025-05-21,APPROVED,,,"In Progress"
2027-05-21,APPROVED,,,"In Progress"
2027-05-21,APPROVED,,,"In Progress"
2022-10-21,DENIED,,,
2028-05-21,APPROVED,,,"In Progress"
2029-05-21,APPROVED,,,"In Progress"
1931-05-21,APPROVED,,,"In Progress"
2001-06-21,APPROVED,,,"In Progress"
2001-06-21,APPROVED,,,"In Progress"
2001-06-21,APPROVED,,,"In Progress"
2028-07-21,DENIED,,,
2002-06-21,APPROVED,,,"In Progress"
2017-06-21,DENIED,,,
2003-06-21,APPROVED,,,
2004-06-21,APPROVED,,,"In Progress"
2006-06-21,APPROVED,,,"In Progress"
2007-06-21,APPROVED,,,
2007-06-21,APPROVED,,,"In Progress"
2007-06-21,APPROVED,,,
2007-06-21,APPROVED,,,"In Progress"
2008-06-21,APPROVED,,,"In Progress"
2010-06-21,APPROVED,,,"In Progress"
2010-12-19,DENIED,,,
2012-06-21,APPROVED,,,"In Progress"
2013-06-21,APPROVED,,,"In Progress"
2015-06-21,APPROVED,,,"In Progress"
2028-01-19,DENIED,,,
2016-06-21,APPROVED,,,"In Progress"
2004-01-19,DENIED,,,
2017-06-21,APPROVED,,,"In Progress"
2017-06-21,APPROVED,,,"In Progress"
2017-06-21,APPROVED,,,"In Progress"
2017-06-21,APPROVED,,,
2020-06-21,APPROVED,,,"In Progress"
2021-06-21,APPROVED,,,Inactive
2021-06-21,APPROVED,,,"In Progress"
2022-06-21,APPROVED,,,"In Progress"
2023-06-21,APPROVED,,,"In Progress"
2014-07-18,DENIED,,,
2024-06-21,APPROVED,,,"In Progress"
2024-06-21,APPROVED,,,"In Progress"
2025-06-21,APPROVED,,,"In Progress"
2025-06-21,APPROVED,,,
2025-06-21,APPROVED,,,"In Progress"
2027-06-21,APPROVED,,,"In Progress"
2029-06-21,APPROVED,,,"In Progress"
1930-06-21,APPROVED,,,
1930-06-21,APPROVED,,,"In Progress"
2002-07-21,APPROVED,,,"In Progress"
2006-07-21,APPROVED,,,"In Progress"
2006-07-21,APPROVED,,,"In Progress"
2007-12-21,DENIED,,,
2007-07-21,APPROVED,,,"In Progress"
2007-07-21,APPROVED,,,"In Progress"
